PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Timestamp
0.9438328447863026,1.877759729469783,-0.1570571236022097,0.6179234499032782,-0.9685512565433598,0.8231463740724996,-0.649496998293258,1.4392183368609435,0.8558686703226432,2024-03-01 00:00:00
-1.0010506752607327,1.2684199241991199,0.7440392375488728,0.11483479817627565,0.49689998060363627,-0.5793467973878822,-1.5534372521040016,-1.5455592925857125,-1.6094109816114548,2024-03-01 00:05:00
-0.007535933846766759,1.976912545239456,0.39192411612179534,-0.11976261174838307,0.8304996184786886,1.6467199387717903,-0.3470616224783248,0.10859099472747058,0.8199835606464281,2024-03-01 00:10:00
0.16371315801945327,-1.7714910143287332,-1.6461440400311265,0.07987771931176155,-1.2769027374224053,-1.042744401986841,-1.1669511766150553,0.3150924853093857,-0.7823323509760683,2024-03-01 00:15:00
0.8738140146156137,-0.12270855409333178,1.7445388094437038,0.04080756300714008,-2.1995346906754745,-1.0784123605589022,-0.6409367706265089,0.13512252547288817,-0.5367292273442436,2024-03-01 00:20:00
-0.03679138387428174,-0.8168384893161554,-2.4461322154969736,-0.09100327034738667,-0.9823069202315178,-0.10866513261327389,-0.13497843081451857,0.7614969601216852,0.30126546071272514,2024-03-01 00:25:00
0.8669910469059642,-0.10623381971966872,-0.5560849715922016,-0.03820690792519659,0.4152303561209646,1.073276393365413,-2.046584113964156,0.08069600487844925,-0.6993622713275082,2024-03-01 00:30:00
-0.8448266953501439,-1.0966175937984062,0.3138794981989726,-1.105972693220339,1.6279394311196418,-0.1254450193621232,0.375468690021259,-0.9495774633042551,-0.09774933786967405,2024-03-01 00:35:00
-0.2521682431707882,0.6021693908408701,0.9928245008584817,1.0389051297539413,-1.4157118104343702,-1.9635441307791701,-0.5510039602348358,0.813537188104418,0.8534989076033782,2024-03-01 00:40:00
-1.156025303145976,-1.2280997675432364,2.351872936209056,-0.24127623586260002,-0.12234910778937914,-0.17985612349942556,-0.6072962377501592,-1.043007354681489,0.5412755963267195,2024-03-01 00:45:00
-0.025657713257537056,-0.604514260742509,0.23641673724687315,-0.06436511954510622,1.5947537492019168,-0.0967755615469896,-0.1442157900358095,0.9267446088237236,0.6253747530569322,2024-03-01 00:50:00
-1.7921856209253653,-1.1832950987461304,0.9507936692791752,0.7242886912503445,-0.8583061280442408,-0.07649631383902823,-1.649689038507256,-0.5826760043638249,0.22028530152689316,2024-03-01 00:55:00
0.49929525732182073,-0.6348139935505456,1.4965341928141782,-1.3921604188360133,-0.06077181729327139,-1.1826619046435296,0.8298943839396441,-0.9926387481857032,-0.1400260254253578,2024-03-01 01:00:00
-0.6219443159012812,1.4783899389283628,-0.46621799532742275,-0.00038468704134234875,-0.047302229362437054,-0.5627088261788844,1.4366641187008116,0.9517294713911701,0.8370400735135829,2024-03-01 01:05:00
0.6382326399582869,0.6152025434815084,-0.8231581577747328,-0.8249780089894406,1.6970870372581426,-0.47839495270789406,-0.3201757999555432,-0.5097736360933885,-0.17068517771908423,2024-03-01 01:10:00
-0.23132421782214121,0.8967402733217184,0.32620680849058664,0.24448641500956833,0.4064204751885308,-1.0260893740070938,-1.883316855518698,-1.0821009809852797,-1.1007958781298517,2024-03-01 01:15:00
-0.9660719247891155,0.9465202127871866,-0.1527728487001342,-0.34050354630181356,0.44477691686884013,2.0870663191689136,0.512041367007551,0.35972469419181563,-0.05690426542163375,2024-03-01 01:20:00
-2.1523554404834337,-0.3266496504378051,0.740074520047968,0.5866522100231624,-1.5087890956051546,0.3450326379519317,0.89074636837267,0.9494108721751136,0.607324976536703,2024-03-01 01:25:00
